data,produto,categoria,cidade,vendedor,quantidade,preco_unitario
2024-02-24,Smartphone,Tecnologia,São Paulo,Fernanda,3,3524
11/05/2023,Tablet,Tecnologia,Fortaleza,Lucas,4,2310
2023-12-25,Cadeira,Moveis,sao paulo,João,3,2644
2023-11-26,Teclado,Tecnologia,São Paulo,João,3,4454
2024-09-18,Monitor,Tecnologia,São Paulo,Lucas,4,3335
2024-08-12,Teclado,Tecnologia,Fortaleza,Fernanda,2,3623
2024-04-22,Cadeira,Moveis,Belo Horizonte,,3,3180
15/09/2024,Cadeira,Moveis,Rio de Janeiro,,3,1150
2023-11-02,Teclado,Tecnologia,Rio de Janeiro,Carlos,1,3467
2024-11-25,Tablet,Tecnologia,Recife,Pedro,3,1311
2023-05-17,Tablet,Tecnologia,Curitiba,Maria,4,2754
2024-02-07,Monitor,Tecnologia,Curitiba,Maria,2,123
2024-09-23,Mesa,Moveis,Recife,Ana,2,2060
2024-07-31,Teclado,Tecnologia,RIO DE JANEIRO,,4,3759
2024-02-21,Mouse,Tecnologia,,Maria,2,2492
2024-08-14,Mouse,Tecnologia,,Fernanda,4,1392
2024-03-09,Notebook,Tecnologia,Belo Horizonte,Carlos,3,3612
2024-06-24,Cadeira,Moveis,Fortaleza,Fernanda,1,659
2024-04-11,Smartphone,Tecnologia,Rio de Janeiro,Carlos,2,784
2023-08-16,Tablet,Tecnologia,Belo Horizonte,Pedro,4,530
2023-03-27,Cadeira,Moveis,São Paulo,Ana,1,868
2024-05-29,Smartphone,Tecnologia,RIO DE JANEIRO,Ana,1,169
25/04/2024,Mesa,Moveis,Curitiba,Lucas,4,3596
2023-12-14,Mesa,Moveis,RIO DE JANEIRO,Fernanda,4,
2024-02-06,Notebook,Tecnologia,Rio de Janeiro,João,4,4226
20/03/2024,Mesa,Moveis,Rio de Janeiro,Fernanda,3,2115
2024-07-19,Mesa,Moveis,RIO DE JANEIRO,Ana,2,2223
2024-03-07,Notebook,Tecnologia,São Paulo,Pedro,2,1289
2023-03-27,Teclado,Tecnologia,Fortaleza,Maria,1,4577
05/11/2024,Teclado,Tecnologia,Fortaleza,Carlos,4,816
19/10/2024,Tablet,Tecnologia,Belo Horizonte,Fernanda,4,3137
2023-10-23,Mouse,Tecnologia,Belo Horizonte,Lucas,1,4901
05/05/2024,Tablet,Tecnologia,sao paulo,Ana,2,erro
2024-10-07,Notebook,Tecnologia,Recife,Fernanda,4,4397
2023-05-15,Notebook,Tecnologia,sao paulo,Pedro,4,2638
2024-12-06,Notebook,Tecnologia,Recife,João,1,2515
2023-06-15,Mouse,Tecnologia,Fortaleza,Fernanda,2,3188
2024-05-16,Teclado,Tecnologia,Curitiba,Carlos,3,2766
2023-08-29,Tablet,Tecnologia,Salvador,Pedro,3,4358
2023-12-25,Mouse,Tecnologia,Recife,Pedro,1,2095
2024-08-31,Smartphone,Tecnologia,São Paulo,Pedro,3,3130
2024-08-22,Teclado,Tecnologia,sao paulo,Carlos,3,402
2023-07-14,Monitor,Tecnologia,Belo Horizonte,Lucas,3,4756
2023-12-15,Monitor,Tecnologia,Recife,Fernanda,1,1474
2023-03-22,Monitor,Tecnologia,sao paulo,João,1,1790
2023-05-22,Mouse,Tecnologia,Salvador,João,3,1119
2024-06-14,Mesa,Moveis,sao paulo,Fernanda,1,544
2023-09-23,Tablet,Tecnologia,sao paulo,Ana,1,3604
2023-06-07,Teclado,Tecnologia,Recife,Pedro,2,1526
2024-10-27,Mesa,Moveis,Rio de Janeiro,Fernanda,4,649
2024-04-22,Mouse,Tecnologia,Curitiba,Fernanda,2,855
24/05/2024,Teclado,Tecnologia,Fortaleza,Lucas,2,1789
2023-09-16,Cadeira,Moveis,Curitiba,João,3,660
2024-08-11,Smartphone,Tecnologia,sao paulo,Ana,3,4392
2024-01-29,Tablet,Tecnologia,RIO DE JANEIRO,Carlos,1,1387
2024-10-22,Cadeira,Moveis,Rio de Janeiro,Pedro,2,3861
2024-03-10,Tablet,Tecnologia,São Paulo,Maria,1,4860
2023-09-06,Tablet,Tecnologia,Rio de Janeiro,Fernanda,4,915
2024-10-03,Monitor,Tecnologia,Fortaleza,Ana,4,1364
2023-05-08,Cadeira,Moveis,Curitiba,Maria,2,3049
2024-10-04,Smartphone,Tecnologia,Rio de Janeiro,Lucas,2,1484
2023-03-02,Mouse,Tecnologia,RIO DE JANEIRO,Lucas,3,4047
16/06/2024,Notebook,Tecnologia,,João,2,3070
2023-04-24,Tablet,Tecnologia,Fortaleza,João,3,4257
10/08/2024,Tablet,Tecnologia,São Paulo,Pedro,1,694
2023-05-16,Cadeira,Moveis,Belo Horizonte,Ana,1,4281
2024-05-30,Mouse,Tecnologia,RIO DE JANEIRO,Maria,3,3192
2023-02-18,Monitor,Tecnologia,Rio de Janeiro,João,4,4957
2024-07-31,Smartphone,Tecnologia,RIO DE JANEIRO,Fernanda,3,4153
2024-06-12,Monitor,Tecnologia,Recife,Pedro,2,4487
2023-04-05,Notebook,Tecnologia,Recife,Carlos,4,1191
19/09/2023,Teclado,Tecnologia,São Paulo,Ana,4,3136
2023-11-28,Monitor,Tecnologia,Fortaleza,João,4,1791
2023-08-16,Smartphone,Tecnologia,Salvador,Pedro,1,2965
2024-04-09,Smartphone,Tecnologia,RIO DE JANEIRO,Ana,4,4214
2024-02-13,Monitor,Tecnologia,Belo Horizonte,João,3,3544
18/02/2024,Mouse,Tecnologia,Rio de Janeiro,Carlos,2,3478
2024-03-21,Teclado,Tecnologia,Recife,Lucas,4,441
2023-04-03,Notebook,Tecnologia,Fortaleza,Maria,2,1760
2023-11-14,Cadeira,Moveis,sao paulo,Pedro,2,4649
2024-01-02,Mesa,Moveis,sao paulo,Pedro,3,3168
2023-04-09,Mouse,Tecnologia,Curitiba,Pedro,4,4777
2024-04-17,Smartphone,Tecnologia,Belo Horizonte,Fernanda,1,1345
2023-11-14,Monitor,Tecnologia,sao paulo,Pedro,3,4775
2024-09-22,Mesa,Moveis,Fortaleza,Pedro,2,4836
16/04/2024,Teclado,Tecnologia,Fortaleza,Lucas,3,3875
2024-01-29,Teclado,Tecnologia,Salvador,João,1,4827
2023-07-29,Smartphone,Tecnologia,sao paulo,Lucas,1,3033
2024-02-20,Teclado,Tecnologia,Fortaleza,João,3,2627
2023-06-14,Smartphone,Tecnologia,São Paulo,Fernanda,1,1469
2023-02-03,Notebook,Tecnologia,Curitiba,Lucas,4,4919
2023-01-12,Mouse,Tecnologia,Curitiba,Maria,4,2429
2024-07-23,Teclado,Tecnologia,São Paulo,Maria,2,2922
2024-06-20,Monitor,Tecnologia,Recife,Fernanda,3,4281
2023-05-29,Tablet,Tecnologia,Curitiba,Pedro,1,2752
10/03/2023,Cadeira,Moveis,Rio de Janeiro,Maria,2,1350
2023-11-14,Teclado,Tecnologia,Fortaleza,Fernanda,1,3464
2024-11-22,Monitor,Tecnologia,Recife,,4,erro
03/06/2023,Notebook,Tecnologia,Curitiba,Carlos,1,
2024-07-24,Mesa,Moveis,Belo Horizonte,Ana,4,2767
2023-12-23,Mouse,Tecnologia,Belo Horizonte,Lucas,3,4055
2023-04-03,Smartphone,Tecnologia,São Paulo,João,4,429
19/12/2023,Teclado,Tecnologia,Belo Horizonte,Carlos,4,3818
2024-05-13,Smartphone,Tecnologia,Curitiba,Maria,4,861
2024-07-15,Mouse,Tecnologia,Fortaleza,Lucas,4,136
19/07/2024,Tablet,Tecnologia,Salvador,Fernanda,1,1994
2023-09-14,Teclado,Tecnologia,Fortaleza,Pedro,2,1910
2024-11-12,Mesa,Moveis,Belo Horizonte,Pedro,2,3997
2024-08-23,Mesa,Moveis,Belo Horizonte,João,4,674
2023-10-07,Cadeira,Moveis,Fortaleza,Lucas,2,3080
2024-10-25,Tablet,Tecnologia,Salvador,Lucas,4,139
2023-06-19,Cadeira,Moveis,São Paulo,Maria,3,1383
2023-02-26,Teclado,Tecnologia,Curitiba,João,4,2611
2024-01-03,Mesa,Moveis,Curitiba,Carlos,4,2731
2024-11-13,Tablet,Tecnologia,Salvador,Pedro,2,355
2024-07-06,Monitor,Tecnologia,sao paulo,João,2,
2024-08-14,Tablet,Tecnologia,Salvador,João,1,3047
2024-02-02,Mouse,Tecnologia,RIO DE JANEIRO,Fernanda,3,4503
2023-04-09,Smartphone,Tecnologia,,Pedro,2,4749
2023-03-13,Mesa,Moveis,Belo Horizonte,Ana,1,1168
2023-04-02,Notebook,Tecnologia,Belo Horizonte,Lucas,4,1487
2023-10-07,Cadeira,Moveis,Recife,Carlos,4,470
2023-08-09,Tablet,Tecnologia,Belo Horizonte,Lucas,3,1448
2023-01-14,Teclado,Tecnologia,Rio de Janeiro,Fernanda,4,1514
2024-07-03,Mouse,Tecnologia,Fortaleza,Fernanda,4,854
24/08/2024,Monitor,Tecnologia,RIO DE JANEIRO,Pedro,4,2915
2024-12-09,Tablet,Tecnologia,Salvador,Pedro,4,707
2024-04-28,Smartphone,Tecnologia,São Paulo,Lucas,3,688
11/01/2023,Mesa,Moveis,Fortaleza,Ana,1,2179
2024-04-19,Tablet,Tecnologia,RIO DE JANEIRO,,3,3489
22/08/2023,Notebook,Tecnologia,sao paulo,Carlos,2,2884
2024-08-14,Notebook,Tecnologia,RIO DE JANEIRO,Fernanda,3,1506
2024-02-23,Notebook,Tecnologia,sao paulo,João,4,4410
2024-05-17,Cadeira,Moveis,Fortaleza,Carlos,1,1601
2023-10-27,Mesa,Moveis,Salvador,João,4,3776
2023-10-30,Smartphone,Tecnologia,sao paulo,Fernanda,1,176
08/06/2024,Mouse,Tecnologia,RIO DE JANEIRO,Carlos,1,3498
10/08/2024,Smartphone,Tecnologia,São Paulo,Ana,1,3595
2023-03-09,Smartphone,Tecnologia,Fortaleza,Fernanda,1,1572
2024-04-08,Mesa,Moveis,São Paulo,Lucas,1,1758
2024-02-10,Mouse,Tecnologia,sao paulo,Fernanda,1,440
2023-02-08,Smartphone,Tecnologia,Rio de Janeiro,Pedro,4,2528
2024-06-10,Mouse,Tecnologia,Curitiba,Lucas,3,943
2024-03-30,Cadeira,Moveis,Curitiba,Fernanda,4,1068
2024-05-02,Teclado,Tecnologia,Curitiba,João,3,3092
06/03/2024,Smartphone,Tecnologia,São Paulo,Ana,2,1688
2024-04-30,Teclado,Tecnologia,Recife,Fernanda,3,3178
31/01/2024,Cadeira,Moveis,São Paulo,Lucas,4,4032
2023-01-14,Mesa,Moveis,Recife,Pedro,4,3698
2023-04-03,Mesa,Moveis,RIO DE JANEIRO,Ana,4,418
2023-02-12,Monitor,Tecnologia,RIO DE JANEIRO,Ana,2,2792
2024-07-06,Tablet,Tecnologia,Fortaleza,Maria,4,1378
2024-12-10,Teclado,Tecnologia,Rio de Janeiro,Pedro,2,2600
25/11/2023,Monitor,Tecnologia,Belo Horizonte,Fernanda,3,4756
2023-04-15,Smartphone,Tecnologia,Fortaleza,Carlos,3,4454
2024-11-01,Mouse,Tecnologia,São Paulo,João,1,1886
2024-01-09,Notebook,Tecnologia,RIO DE JANEIRO,Carlos,3,3437
2023-04-15,Mesa,Moveis,Belo Horizonte,Lucas,2,759
2024-10-02,Teclado,Tecnologia,Curitiba,Lucas,3,4657
01/03/2023,Notebook,Tecnologia,Recife,Ana,1,2918
2023-04-06,Smartphone,Tecnologia,Salvador,Fernanda,4,2378
2023-10-05,Smartphone,Tecnologia,Fortaleza,,2,4177
2024-04-19,Smartphone,Tecnologia,Curitiba,Ana,3,189
2024-04-01,Teclado,Tecnologia,São Paulo,Ana,2,392
2024-10-13,Smartphone,Tecnologia,Rio de Janeiro,Maria,4,2006
2023-09-10,Notebook,Tecnologia,Rio de Janeiro,Pedro,4,2010
02/10/2023,Monitor,Tecnologia,Fortaleza,Carlos,4,2390
2023-03-28,Teclado,Tecnologia,Recife,,2,3638
01/08/2024,Smartphone,Tecnologia,Fortaleza,Lucas,4,3327
2023-01-20,Mesa,Moveis,Salvador,Maria,3,3091
2024-04-11,Mouse,Tecnologia,São Paulo,Ana,2,200
2023-10-23,Smartphone,Tecnologia,Salvador,João,2,1118
01/08/2024,Smartphone,Tecnologia,São Paulo,Ana,4,1079
2024-08-20,Notebook,Tecnologia,Curitiba,Lucas,1,4676
2024-12-04,Monitor,Tecnologia,Rio de Janeiro,Ana,2,974
2024-04-26,Mouse,Tecnologia,Curitiba,João,1,3146
2023-10-13,Mouse,Tecnologia,Recife,Maria,4,918
13/01/2023,Mouse,Tecnologia,Recife,João,2,1891
2024-08-12,Mesa,Moveis,Curitiba,Fernanda,1,2190
2024-06-18,Mouse,Tecnologia,RIO DE JANEIRO,Ana,3,1765
21/11/2023,Mouse,Tecnologia,Curitiba,Carlos,3,2998
2023-11-30,Notebook,Tecnologia,RIO DE JANEIRO,Carlos,2,3785
12/07/2024,Tablet,Tecnologia,Recife,Maria,2,4543
23/10/2024,Monitor,Tecnologia,RIO DE JANEIRO,João,1,4784
2023-08-01,Mesa,Moveis,Belo Horizonte,Carlos,3,665
2023-05-24,Teclado,Tecnologia,Recife,Ana,1,4427
2024-07-18,Smartphone,Tecnologia,Curitiba,Maria,3,914
05/11/2023,Monitor,Tecnologia,Salvador,Maria,2,
2023-09-13,Tablet,Tecnologia,Rio de Janeiro,João,4,4827
2023-04-03,Smartphone,Tecnologia,Rio de Janeiro,Carlos,4,3945
2024-03-31,Cadeira,Moveis,sao paulo,Maria,2,2161
2023-07-27,Mouse,Tecnologia,,João,4,
2024-02-24,Mouse,Tecnologia,Salvador,Carlos,4,1546
04/08/2023,Tablet,Tecnologia,,João,2,2477
2024-03-10,Teclado,Tecnologia,Belo Horizonte,Fernanda,3,3337
2024-01-08,Teclado,Tecnologia,,Ana,1,1940
2023-05-05,Cadeira,Moveis,Fortaleza,Maria,4,1735
2023-09-11,Smartphone,Tecnologia,Salvador,Lucas,1,1901
2024-10-18,Mesa,Moveis,Fortaleza,Fernanda,4,3563
2024-08-28,Mouse,Tecnologia,Salvador,Ana,2,4989
2024-06-09,Cadeira,Moveis,Belo Horizonte,Maria,4,102
25/05/2024,Monitor,Tecnologia,São Paulo,Lucas,3,erro
2023-04-07,Smartphone,Tecnologia,Salvador,Carlos,4,2703
2023-08-05,Mouse,Tecnologia,Rio de Janeiro,Pedro,4,2467
2024-07-21,Mesa,Moveis,RIO DE JANEIRO,Carlos,3,983
2024-08-21,Notebook,Tecnologia,Recife,Maria,4,3809
2024-07-13,Monitor,Tecnologia,RIO DE JANEIRO,Carlos,2,1408
2024-07-15,Smartphone,Tecnologia,sao paulo,Carlos,4,2587
2024-12-29,Mesa,Moveis,RIO DE JANEIRO,Fernanda,4,3412
2023-10-20,Monitor,Tecnologia,,Carlos,1,1038
2024-09-29,Cadeira,Moveis,Salvador,Fernanda,4,4039
2023-11-02,Cadeira,Moveis,São Paulo,Maria,4,3872
2024-04-07,Mouse,Tecnologia,Belo Horizonte,Lucas,1,582
2023-06-28,Mesa,Moveis,Recife,João,3,3696
09/12/2023,Tablet,Tecnologia,Recife,Maria,3,1289
2024-08-20,Smartphone,Tecnologia,RIO DE JANEIRO,Pedro,2,3002
2024-02-13,Smartphone,Tecnologia,Belo Horizonte,João,1,3849
2023-11-17,Mouse,Tecnologia,Recife,Ana,1,4727
2023-03-18,Cadeira,Moveis,RIO DE JANEIRO,Maria,4,2320
2023-01-12,Monitor,Tecnologia,São Paulo,Pedro,2,3779
2024-11-21,Notebook,Tecnologia,Curitiba,Lucas,4,4979
17/06/2023,Teclado,Tecnologia,São Paulo,João,2,2133
2024-06-29,Mesa,Moveis,RIO DE JANEIRO,Pedro,4,596
2024-12-27,Teclado,Tecnologia,Fortaleza,João,4,4913
26/09/2023,Notebook,Tecnologia,Belo Horizonte,Maria,2,2497
2024-02-07,Monitor,Tecnologia,RIO DE JANEIRO,Maria,3,695
2024-11-08,Mouse,Tecnologia,Salvador,Pedro,4,4906
2023-11-13,Notebook,Tecnologia,São Paulo,Carlos,1,1941
2024-01-31,Teclado,Tecnologia,Rio de Janeiro,Maria,4,2411
2023-06-21,Tablet,Tecnologia,Rio de Janeiro,Maria,2,1985
25/11/2024,Tablet,Tecnologia,São Paulo,Lucas,2,561
2024-02-11,Smartphone,Tecnologia,sao paulo,Fernanda,3,906
2024-08-14,Mouse,Tecnologia,RIO DE JANEIRO,Fernanda,3,4009
2023-07-28,Smartphone,Tecnologia,Belo Horizonte,Maria,1,
2023-09-25,Tablet,Tecnologia,Salvador,Lucas,3,1500
2023-08-15,Smartphone,Tecnologia,Salvador,Lucas,2,
18/12/2023,Mouse,Tecnologia,Curitiba,Carlos,4,4835
2024-10-25,Smartphone,Tecnologia,Belo Horizonte,Carlos,1,1823
2023-06-11,Mouse,Tecnologia,Rio de Janeiro,João,4,3981
2024-07-30,Teclado,Tecnologia,Rio de Janeiro,Lucas,1,
2024-09-06,Mouse,Tecnologia,sao paulo,Carlos,4,2468
2024-02-07,Mouse,Tecnologia,São Paulo,Fernanda,3,3791
2023-06-09,Teclado,Tecnologia,sao paulo,Fernanda,1,3438
2024-12-21,Mouse,Tecnologia,Recife,Maria,1,1823
2024-02-16,Cadeira,Moveis,Rio de Janeiro,,2,1818
03/08/2024,Smartphone,Tecnologia,RIO DE JANEIRO,Lucas,1,998
2023-08-24,Teclado,Tecnologia,Curitiba,João,4,3524
2023-05-04,Notebook,Tecnologia,sao paulo,João,1,2549
2023-04-03,Mouse,Tecnologia,Curitiba,Ana,3,3278
24/01/2023,Mesa,Moveis,Fortaleza,Lucas,3,1396
2023-11-03,Smartphone,Tecnologia,RIO DE JANEIRO,Fernanda,1,4115
28/04/2023,Notebook,Tecnologia,sao paulo,Pedro,4,1157
2024-08-03,Teclado,Tecnologia,Recife,Maria,1,erro
2024-01-12,Mouse,Tecnologia,Recife,Pedro,3,4443
2024-08-08,Cadeira,Moveis,Fortaleza,João,3,2951
2024-09-13,Teclado,Tecnologia,Salvador,Lucas,2,886
2024-05-03,Smartphone,Tecnologia,Salvador,Pedro,4,454
2023-06-17,Monitor,Tecnologia,São Paulo,Lucas,4,
2024-11-24,Tablet,Tecnologia,RIO DE JANEIRO,João,3,2927
16/09/2023,Smartphone,Tecnologia,sao paulo,Pedro,4,3347
2023-05-14,Tablet,Tecnologia,Rio de Janeiro,Lucas,4,766
2023-02-04,Cadeira,Moveis,Curitiba,Lucas,4,2552
13/12/2023,Cadeira,Moveis,Fortaleza,Maria,4,4474
03/07/2024,Mouse,Tecnologia,Belo Horizonte,Lucas,1,4555
2023-09-16,Mesa,Moveis,Fortaleza,Pedro,4,1075
2024-10-06,Tablet,Tecnologia,Belo Horizonte,Fernanda,2,2045
14/03/2024,Tablet,Tecnologia,sao paulo,João,4,3788
2023-12-15,Mesa,Moveis,Recife,Ana,1,3181
2024-07-07,Tablet,Tecnologia,São Paulo,Lucas,2,1297
2024-05-16,Tablet,Tecnologia,Recife,João,1,425
2024-02-21,Mouse,Tecnologia,Curitiba,Carlos,3,3134
2024-01-19,Tablet,Tecnologia,Recife,Lucas,4,628
2024-08-30,Cadeira,Moveis,São Paulo,Pedro,1,792
2024-06-22,Teclado,Tecnologia,Curitiba,Maria,3,4025
07/08/2023,Monitor,Tecnologia,Rio de Janeiro,Carlos,4,1705
2023-07-26,Cadeira,Moveis,RIO DE JANEIRO,Lucas,4,1540
2023-08-09,Teclado,Tecnologia,Recife,Lucas,1,1193
2024-08-23,Monitor,Tecnologia,Recife,João,3,4413
2023-06-30,Notebook,Tecnologia,sao paulo,Fernanda,3,467
2023-09-14,Mesa,Moveis,Salvador,Maria,1,2589
2024-12-23,Notebook,Tecnologia,Fortaleza,Maria,1,1659
2023-03-07,Mesa,Moveis,Belo Horizonte,Maria,4,4291
2023-04-14,Mesa,Moveis,Fortaleza,Carlos,4,2098
29/07/2023,Monitor,Tecnologia,RIO DE JANEIRO,Fernanda,3,148
2024-12-11,Mesa,Moveis,Rio de Janeiro,Fernanda,4,166
2023-06-30,Teclado,Tecnologia,sao paulo,Carlos,3,1722
2023-09-06,Mesa,Moveis,Belo Horizonte,Pedro,2,2004
2024-08-25,Smartphone,Tecnologia,São Paulo,Carlos,3,2228
2023-05-06,Cadeira,Moveis,RIO DE JANEIRO,Carlos,4,3480
2023-01-20,Notebook,Tecnologia,Fortaleza,Maria,2,1664
2024-08-28,Tablet,Tecnologia,São Paulo,Lucas,1,3483
2023-01-25,Cadeira,Moveis,Recife,Maria,3,4920
2024-12-22,Teclado,Tecnologia,Curitiba,Ana,3,2515
09/01/2024,Tablet,Tecnologia,Belo Horizonte,Carlos,4,977
13/01/2023,Mouse,Tecnologia,Curitiba,Carlos,1,4355
2024-01-12,Mouse,Tecnologia,sao paulo,Ana,4,3385
2023-03-01,Teclado,Tecnologia,São Paulo,Fernanda,3,3192
18/04/2024,Smartphone,Tecnologia,Recife,João,1,
2023-01-30,Notebook,Tecnologia,Belo Horizonte,Carlos,4,3496
06/08/2024,Teclado,Tecnologia,Curitiba,Fernanda,1,3674
2023-03-06,Monitor,Tecnologia,sao paulo,Ana,1,4573
2023-11-25,Smartphone,Tecnologia,São Paulo,Carlos,3,4633
14/05/2024,Mesa,Moveis,Curitiba,Lucas,4,2658
2023-08-08,Cadeira,Moveis,Rio de Janeiro,Pedro,1,3604
2023-04-28,Mesa,Moveis,São Paulo,Lucas,1,693
21/10/2023,Cadeira,Moveis,Rio de Janeiro,Fernanda,2,713
2023-07-28,Notebook,Tecnologia,Rio de Janeiro,João,4,621
2024-03-21,Cadeira,Moveis,Salvador,Lucas,1,1551
2024-08-11,Smartphone,Tecnologia,RIO DE JANEIRO,Maria,4,2149
2023-02-27,Mesa,Moveis,São Paulo,Pedro,1,4864
2023-11-25,Monitor,Tecnologia,Fortaleza,Ana,1,2122
2024-03-30,Tablet,Tecnologia,Curitiba,Fernanda,4,3425
2023-03-27,Mesa,Moveis,São Paulo,Pedro,4,3979
2023-05-26,Monitor,Tecnologia,São Paulo,Maria,2,3237
2023-04-04,Mouse,Tecnologia,sao paulo,João,2,4509
2023-09-25,Mesa,Moveis,Recife,João,2,erro
2023-09-28,Monitor,Tecnologia,,Carlos,3,3226
26/05/2023,Smartphone,Tecnologia,Curitiba,Carlos,2,1133
20/06/2023,Monitor,Tecnologia,sao paulo,Pedro,2,3997
2023-03-09,Cadeira,Moveis,Salvador,Maria,4,4269
25/08/2023,Notebook,Tecnologia,RIO DE JANEIRO,Ana,2,2977
21/09/2024,Mesa,Moveis,Recife,Pedro,1,3560
25/09/2024,Mouse,Tecnologia,Curitiba,Ana,4,1492
2024-09-10,Mesa,Moveis,RIO DE JANEIRO,Fernanda,2,161
2023-10-04,Mouse,Tecnologia,Fortaleza,Pedro,3,3292
2024-11-18,Monitor,Tecnologia,Curitiba,Maria,3,4368
2023-03-07,Mesa,Moveis,Fortaleza,,3,557
2024-03-01,Teclado,Tecnologia,São Paulo,Maria,2,2054
2024-11-14,Smartphone,Tecnologia,Fortaleza,João,2,3320
2023-08-09,Teclado,Tecnologia,Curitiba,Maria,3,3524
2023-10-22,Mesa,Moveis,Fortaleza,João,2,2989
2024-05-11,Tablet,Tecnologia,Salvador,Lucas,1,4239
2024-03-29,Monitor,Tecnologia,Curitiba,Ana,1,606
2023-05-10,Tablet,Tecnologia,São Paulo,Ana,2,3778
03/10/2023,Notebook,Tecnologia,Fortaleza,João,3,4157
29/08/2023,Smartphone,Tecnologia,Curitiba,Maria,3,1520
2024-11-21,Monitor,Tecnologia,sao paulo,Fernanda,4,1942
2024-01-26,Notebook,Tecnologia,Salvador,Carlos,4,4094
2023-08-26,Mouse,Tecnologia,RIO DE JANEIRO,João,1,2129
2024-10-01,Cadeira,Moveis,Recife,João,1,4502
2023-10-27,Monitor,Tecnologia,Curitiba,Carlos,1,429
2024-01-13,Teclado,Tecnologia,Recife,Ana,4,1948
2023-01-03,Monitor,Tecnologia,Belo Horizonte,Pedro,4,4073
2023-11-25,Teclado,Tecnologia,Recife,Ana,2,erro
2023-08-05,Mouse,Tecnologia,RIO DE JANEIRO,Fernanda,3,4377
2023-06-14,Mouse,Tecnologia,Recife,Carlos,2,4829
02/04/2024,Mouse,Tecnologia,Curitiba,João,1,3443
2024-01-28,Monitor,Tecnologia,sao paulo,Fernanda,1,2546
2023-05-14,Tablet,Tecnologia,São Paulo,Pedro,3,454
2024-09-20,Smartphone,Tecnologia,sao paulo,Carlos,3,4522
2024-09-27,Mesa,Moveis,RIO DE JANEIRO,Maria,3,1332
19/04/2023,Mouse,Tecnologia,RIO DE JANEIRO,João,2,erro
2023-10-28,Mouse,Tecnologia,Recife,Carlos,4,3728
2023-01-01,Mouse,Tecnologia,São Paulo,Carlos,1,162
2023-08-10,Notebook,Tecnologia,Fortaleza,Fernanda,2,316
2023-08-22,Mesa,Moveis,Rio de Janeiro,Pedro,2,1180
2023-04-16,Tablet,Tecnologia,Recife,Maria,3,3887
2023-03-20,Mouse,Tecnologia,Fortaleza,Lucas,2,4152
2024-03-10,Mouse,Tecnologia,,Fernanda,4,3187
11/10/2023,Mesa,Moveis,São Paulo,Fernanda,2,1401
27/03/2023,Notebook,Tecnologia,Recife,Maria,4,2198
28/07/2024,Teclado,Tecnologia,Belo Horizonte,Pedro,1,3252
2023-03-12,Notebook,Tecnologia,Salvador,Lucas,2,3928
2023-05-10,Cadeira,Moveis,RIO DE JANEIRO,João,1,1065
2023-09-01,Tablet,Tecnologia,Rio de Janeiro,João,3,3504
15/10/2023,Monitor,Tecnologia,São Paulo,Maria,4,314
2024-04-09,Cadeira,Moveis,Fortaleza,Lucas,2,2472
2023-01-31,Smartphone,Tecnologia,sao paulo,Maria,3,403
2023-10-11,Monitor,Tecnologia,RIO DE JANEIRO,Maria,4,2931
27/12/2023,Mouse,Tecnologia,Curitiba,Maria,4,1298
2023-02-01,Notebook,Tecnologia,Recife,Fernanda,2,erro
08/04/2024,Notebook,Tecnologia,Salvador,Ana,3,2845
2023-01-15,Notebook,Tecnologia,São Paulo,Lucas,4,2104
2023-07-05,Notebook,Tecnologia,RIO DE JANEIRO,Fernanda,4,2501
2024-09-11,Mouse,Tecnologia,Belo Horizonte,Fernanda,3,3299
2023-01-30,Smartphone,Tecnologia,São Paulo,Ana,4,339
2023-10-07,Teclado,Tecnologia,Recife,Carlos,4,4530
2024-01-21,Smartphone,Tecnologia,sao paulo,Ana,2,4989
2023-07-21,Monitor,Tecnologia,Rio de Janeiro,João,1,2444
2024-10-07,Monitor,Tecnologia,Rio de Janeiro,Fernanda,4,3711
2023-11-13,Smartphone,Tecnologia,,Fernanda,2,2222
2024-09-08,Mesa,Moveis,Salvador,Fernanda,4,4230
15/04/2024,Mesa,Moveis,Salvador,Fernanda,4,2999
2023-05-27,Notebook,Tecnologia,,João,3,1539
2023-12-16,Monitor,Tecnologia,São Paulo,João,3,4224
2024-04-29,Cadeira,Moveis,Rio de Janeiro,Lucas,3,3354
2023-01-14,Tablet,Tecnologia,Recife,João,3,713
2023-01-22,Monitor,Tecnologia,sao paulo,Carlos,4,3473
2023-02-07,Tablet,Tecnologia,sao paulo,Fernanda,2,493
19/03/2024,Tablet,Tecnologia,Belo Horizonte,Ana,2,2658
2024-02-10,Monitor,Tecnologia,Rio de Janeiro,Lucas,1,2900
2023-08-08,Tablet,Tecnologia,São Paulo,Pedro,1,2953
2023-12-12,Cadeira,Moveis,Fortaleza,Fernanda,3,3870
2023-11-03,Mouse,Tecnologia,,Ana,4,2792
2024-01-13,Smartphone,Tecnologia,São Paulo,Lucas,4,3481
19/10/2024,Notebook,Tecnologia,Salvador,Ana,1,3477
2023-01-20,Teclado,Tecnologia,Salvador,Carlos,3,2294
2023-05-12,Cadeira,Moveis,Belo Horizonte,Pedro,3,
2023-08-13,Mesa,Moveis,sao paulo,Fernanda,4,2556
2023-05-22,Mesa,Moveis,Recife,Pedro,2,3121
